firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
name2822,lastname2822,May,15,1999,BS IT Entrepreneurship,+63 917 533 5212,Female,Globe
name2823,lastname2823,November,5,1999,BS Management,+63 927 168 7146,Male,Globe
name2824,lastname2824,July,21,1998,BS Legal Management,+63 927 232 5900,Female,Globe
name2825,lastname2825,January,5,1999,BS Legal Management,+63 917 748 4490,Female,Globe
name2826,lastname2826,February,26,1997,BS Communications Technology Management,+63 918 330 6231,Male,Smart
name2827,lastname2827,November,20,1999,BS Communications Technology Management,+63 918 208 9805,Male,Smart
name2828,lastname2828,June,19,1998,BS Communications Technology Management,+63 917 244 7947,Female,Globe
name2829,lastname2829,March,28,1999,BS Legal Management,+63 918 190 7406,Male,Smart
name2830,lastname2830,August,9,2000,BS IT Entrepreneurship,+63 918 701 1694,Female,Smart
name2831,lastname2831,June,20,1999,BS Management,+63 917 955 3093,Female,Globe
name2832,lastname2832,December,4,1998,BS IT Entrepreneurship,+63 917 345 2096,Female,Globe
name2833,lastname2833,August,26,2001,BS Legal Management,+63 927 860 3678,Female,Globe
name2834,lastname2834,August,23,1997,BS IT Entrepreneurship,+63 917 105 5440,Male,Globe
name2835,lastname2835,June,22,1997,BS IT Entrepreneurship,+63 917 941 8367,Male,Globe
name2836,lastname2836,September,15,2000,BS Legal Management,+63 918 975 4150,Male,Smart
name2837,lastname2837,September,4,1997,BS Communications Technology Management,+63 918 491 1922,Female,Smart
name2838,lastname2838,September,24,1997,BS Management,+63 918 570 8967,Female,Smart
name2839,lastname2839,November,20,1997,BS Communications Technology Management,+63 927 493 9044,Male,Globe
name2840,lastname2840,June,15,1997,BS Communications Technology Management,+63 927 475 8594,Female,Globe
name2841,lastname2841,April,18,1999,BS IT Entrepreneurship,+63 927 989 4671,Female,Globe
name2842,lastname2842,May,13,2001,BS Management Engineering,+63 917 671 6868,Female,Globe
name2843,lastname2843,June,4,2001,BS Management,+63 917 123 8174,Female,Globe
name2844,lastname2844,November,24,2001,BS Management Engineering,+63 918 804 6501,Male,Smart
name2845,lastname2845,February,4,1998,BS Communications Technology Management,+63 918 491 8223,Female,Smart
name2846,lastname2846,April,10,1999,BS Management Engineering,+63 917 728 2546,Female,Globe
name2847,lastname2847,December,12,1999,BS Legal Management,+63 918 232 5516,Female,Smart
name2848,lastname2848,April,26,1997,BS Management,+63 927 102 3450,Male,Globe
name2849,lastname2849,March,7,1998,BS Communications Technology Management,+63 927 608 2859,Female,Globe
name2850,lastname2850,July,8,1999,BS Legal Management,+63 918 650 4008,Female,Smart
name2851,lastname2851,September,16,1997,BS Legal Management,+63 927 619 5428,Male,Globe
name2852,lastname2852,October,16,1998,BS Communications Technology Management,+63 918 322 2888,Female,Smart
name2853,lastname2853,March,9,1997,BS Management Engineering,+63 917 449 9502,Male,Globe
name2854,lastname2854,October,2,1997,BS Management,+63 917 944 4113,Female,Globe
name2855,lastname2855,March,25,1999,BS Legal Management,+63 917 586 5535,Female,Globe
name2856,lastname2856,August,28,1998,BS Communications Technology Management,+63 918 980 8394,Male,Smart
name2857,lastname2857,July,20,1998,BS Legal Management,+63 917 648 1354,Male,Globe
name2858,lastname2858,September,10,2001,BS Legal Management,+63 918 718 6092,Female,Smart
name2859,lastname2859,February,10,1998,BS Communications Technology Management,+63 918 761 7692,Female,Smart
name2860,lastname2860,April,13,1997,BS Management Engineering,+63 918 819 6085,Male,Smart
name2861,lastname2861,October,25,2001,BS Management Engineering,+63 927 826 6476,Female,Globe
name2862,lastname2862,August,18,2001,BS Management,+63 927 925 3212,Male,Globe
name2863,lastname2863,June,21,1997,BS Management,+63 918 565 6170,Female,Smart
name2864,lastname2864,March,15,2000,BS Legal Management,+63 927 717 9379,Male,Globe
name2865,lastname2865,July,4,2001,BS Legal Management,+63 917 595 8698,Female,Globe
name2866,lastname2866,July,6,1998,BS Management,+63 917 389 2240,Female,Globe
name2867,lastname2867,November,24,2000,BS Management,+63 927 307 4144,Female,Globe
name2868,lastname2868,July,1,1997,BS IT Entrepreneurship,+63 927 779 8291,Female,Globe
name2869,lastname2869,November,21,2000,BS Management,+63 918 535 9790,Male,Smart
name2870,lastname2870,December,11,2000,BS Management Engineering,+63 927 234 6195,Female,Globe
name2871,lastname2871,August,25,1997,BS Management Engineering,+63 927 723 4275,Female,Globe
name2872,lastname2872,September,27,2001,BS IT Entrepreneurship,+63 927 137 9543,Female,Globe
name2873,lastname2873,March,10,1998,BS Management,+63 917 113 4614,Male,Globe
name2874,lastname2874,January,5,1997,BS Communications Technology Management,+63 927 739 3278,Female,Globe
name2875,lastname2875,August,10,1998,BS IT Entrepreneurship,+63 917 820 1797,Male,Globe
name2876,lastname2876,February,11,1999,BS Legal Management,+63 917 369 3835,Male,Globe
name2877,lastname2877,July,1,1997,BS Communications Technology Management,+63 927 610 6781,Female,Globe
name2878,lastname2878,March,28,1997,BS Management Engineering,+63 917 793 2792,Male,Globe
name2879,lastname2879,April,24,1998,BS Management Engineering,+63 927 396 7121,Male,Globe
name2880,lastname2880,February,17,1999,BS Management Engineering,+63 917 257 2375,Male,Globe
name2881,lastname2881,March,9,1998,BS Communications Technology Management,+63 917 766 9207,Male,Globe
name2882,lastname2882,May,21,1998,BS Management,+63 918 550 4672,Male,Smart
name2883,lastname2883,August,6,1997,BS Communications Technology Management,+63 927 584 3862,Female,Globe
name2884,lastname2884,October,21,2000,BS Communications Technology Management,+63 927 250 9158,Male,Globe
name2885,lastname2885,December,15,1997,BS IT Entrepreneurship,+63 927 164 9265,Male,Globe
name2886,lastname2886,January,8,1998,BS IT Entrepreneurship,+63 918 878 6978,Male,Smart
name2887,lastname2887,June,4,1998,BS Communications Technology Management,+63 927 329 8355,Male,Globe
name2888,lastname2888,July,13,1999,BS Management,+63 918 771 8854,Female,Smart
name2889,lastname2889,June,23,1999,BS Communications Technology Management,+63 918 151 7927,Male,Smart
name2890,lastname2890,December,11,2000,BS Management,+63 927 771 3339,Male,Globe
name2891,lastname2891,March,21,1998,BS Management,+63 927 446 2333,Male,Globe
name2892,lastname2892,February,23,1999,BS Communications Technology Management,+63 918 373 3234,Female,Smart
name2893,lastname2893,January,18,1997,BS Management Engineering,+63 917 328 3871,Female,Globe
name2894,lastname2894,November,2,1999,BS Communications Technology Management,+63 917 576 6693,Male,Globe
name2895,lastname2895,March,5,1997,BS Management,+63 917 336 1035,Female,Globe
name2896,lastname2896,August,1,1997,BS Legal Management,+63 917 740 1751,Female,Globe
name2897,lastname2897,July,23,1999,BS Legal Management,+63 917 211 3662,Female,Globe
name2898,lastname2898,December,13,1999,BS Management Engineering,+63 917 909 3290,Male,Globe
name2899,lastname2899,October,27,1999,BS Management,+63 917 464 8422,Male,Globe
name2900,lastname2900,August,28,2001,BS Management Engineering,+63 927 901 4834,Female,Globe
name2901,lastname2901,December,16,1998,BS Management,+63 927 434 5932,Female,Globe
name2902,lastname2902,February,10,1999,BS Management,+63 917 505 1081,Female,Globe
name2903,lastname2903,November,19,1999,BS Communications Technology Management,+63 927 487 9324,Male,Globe
name2904,lastname2904,December,15,1999,BS Management Engineering,+63 917 645 7354,Male,Globe
name2905,lastname2905,August,8,1999,BS Management Engineering,+63 917 403 5790,Male,Globe
name2906,lastname2906,October,21,2001,BS Communications Technology Management,+63 917 849 2969,Male,Globe
name2907,lastname2907,January,15,1999,BS Communications Technology Management,+63 917 278 9927,Male,Globe
name2908,lastname2908,April,21,1999,BS IT Entrepreneurship,+63 918 203 3834,Male,Smart
name2909,lastname2909,January,10,2000,BS Legal Management,+63 927 831 9506,Female,Globe
name2910,lastname2910,April,21,1999,BS IT Entrepreneurship,+63 927 675 5209,Female,Globe
name2911,lastname2911,April,13,2001,BS Legal Management,+63 918 632 6112,Female,Smart
name2912,lastname2912,December,14,1998,BS Communications Technology Management,+63 927 175 3974,Female,Globe
name2913,lastname2913,August,10,1997,BS Legal Management,+63 918 938 7854,Female,Smart
name2914,lastname2914,August,13,1998,BS IT Entrepreneurship,+63 917 110 8760,Male,Globe
name2915,lastname2915,June,13,2000,BS Management Engineering,+63 918 719 7998,Male,Smart
name2916,lastname2916,November,15,1997,BS IT Entrepreneurship,+63 918 551 1832,Male,Smart
name2917,lastname2917,May,11,1997,BS Management Engineering,+63 927 586 8856,Female,Globe
name2918,lastname2918,February,20,1997,BS Management Engineering,+63 918 408 6173,Male,Smart
name2919,lastname2919,May,27,2000,BS IT Entrepreneurship,+63 917 518 6164,Female,Globe
name2920,lastname2920,August,11,2001,BS IT Entrepreneurship,+63 927 844 4070,Male,Globe
name2921,lastname2921,June,2,1998,BS Management Engineering,+63 918 496 9366,Female,Smart
name2922,lastname2922,September,8,1997,BS Legal Management,+63 927 207 2739,Female,Globe
name2923,lastname2923,July,17,1999,BS Management Engineering,+63 927 200 5044,Female,Globe
name2924,lastname2924,November,15,1997,BS Legal Management,+63 918 600 6400,Male,Smart
name2925,lastname2925,January,25,2001,BS Legal Management,+63 927 616 6818,Male,Globe
name2926,lastname2926,April,23,1999,BS Communications Technology Management,+63 927 607 9838,Female,Globe
name2927,lastname2927,May,12,1999,BS Management Engineering,+63 917 213 6738,Male,Globe
name2928,lastname2928,October,20,2001,BS Legal Management,+63 918 630 6211,Female,Smart
name2929,lastname2929,March,5,2000,BS Management,+63 927 889 4235,Female,Globe
name2930,lastname2930,September,8,1999,BS Management,+63 927 334 8473,Female,Globe
name2931,lastname2931,April,10,1999,BS Management Engineering,+63 917 497 9173,Female,Globe
name2932,lastname2932,September,13,1997,BS Legal Management,+63 918 588 9792,Female,Smart
name2933,lastname2933,March,4,1997,BS Legal Management,+63 917 607 1318,Female,Globe
name2934,lastname2934,August,1,1997,BS Communications Technology Management,+63 918 243 5342,Female,Smart
name2935,lastname2935,November,3,1999,BS Legal Management,+63 917 376 9934,Male,Globe
name2936,lastname2936,December,11,2000,BS Communications Technology Management,+63 917 883 2016,Male,Globe
name2937,lastname2937,July,18,1997,BS IT Entrepreneurship,+63 927 220 1469,Male,Globe
name2938,lastname2938,February,25,1998,BS Management,+63 927 183 7625,Male,Globe
name2939,lastname2939,August,8,1997,BS Management Engineering,+63 927 999 1860,Female,Globe
name2940,lastname2940,May,13,2001,BS Management Engineering,+63 918 515 6660,Male,Smart
name2941,lastname2941,November,26,1999,BS Legal Management,+63 918 933 4042,Male,Smart
name2942,lastname2942,November,21,1999,BS Management Engineering,+63 927 242 1430,Male,Globe
name2943,lastname2943,November,26,1997,BS Management,+63 918 953 1400,Female,Smart
name2944,lastname2944,April,11,1999,BS Management,+63 917 201 5511,Female,Globe
name2945,lastname2945,February,6,1998,BS Legal Management,+63 917 690 2809,Male,Globe
name2946,lastname2946,May,17,1998,BS Management,+63 918 824 6903,Male,Smart
name2947,lastname2947,December,7,1998,BS Communications Technology Management,+63 917 251 8196,Male,Globe
name2948,lastname2948,June,22,1997,BS Management Engineering,+63 918 858 6448,Male,Smart
name2949,lastname2949,June,14,1999,BS IT Entrepreneurship,+63 927 616 7442,Male,Globe
name2950,lastname2950,August,8,2001,BS IT Entrepreneurship,+63 918 457 4475,Female,Smart
name2951,lastname2951,July,25,2000,BS Legal Management,+63 927 691 2890,Female,Globe
name2952,lastname2952,March,22,1998,BS Communications Technology Management,+63 927 530 3887,Male,Globe
name2953,lastname2953,May,19,1999,BS Management Engineering,+63 917 509 5896,Male,Globe
name2954,lastname2954,December,27,1998,BS Management,+63 918 479 8551,Male,Smart
name2955,lastname2955,June,18,1997,BS Communications Technology Management,+63 927 735 9649,Female,Globe
name2956,lastname2956,December,28,1998,BS Legal Management,+63 927 407 8980,Female,Globe
name2957,lastname2957,October,6,1997,BS Management,+63 927 591 9484,Female,Globe
name2958,lastname2958,July,13,2001,BS Legal Management,+63 918 339 1304,Female,Smart
name2959,lastname2959,January,23,2001,BS Communications Technology Management,+63 917 147 7813,Female,Globe
name2960,lastname2960,March,4,1998,BS IT Entrepreneurship,+63 918 640 5522,Male,Smart
name2961,lastname2961,October,19,1998,BS Management,+63 917 184 5409,Female,Globe
name2962,lastname2962,February,21,1997,BS IT Entrepreneurship,+63 917 525 5575,Male,Globe
name2963,lastname2963,August,20,2000,BS Management Engineering,+63 927 943 5121,Male,Globe
name2964,lastname2964,August,11,1999,BS IT Entrepreneurship,+63 918 733 4007,Female,Smart
name2965,lastname2965,February,26,2000,BS IT Entrepreneurship,+63 927 587 2779,Male,Globe
name2966,lastname2966,September,20,1999,BS IT Entrepreneurship,+63 918 553 3288,Female,Smart
name2967,lastname2967,July,9,2001,BS Management,+63 917 226 2041,Female,Globe
name2968,lastname2968,March,28,1997,BS IT Entrepreneurship,+63 917 502 2510,Female,Globe
name2969,lastname2969,October,21,1997,BS Management,+63 918 356 4875,Female,Smart
name2970,lastname2970,September,26,1999,BS Communications Technology Management,+63 927 965 9252,Male,Globe
name2971,lastname2971,February,25,1997,BS Management,+63 918 679 7197,Female,Smart
name2972,lastname2972,May,14,1998,BS Management Engineering,+63 917 580 7169,Male,Globe
name2973,lastname2973,October,9,1999,BS Legal Management,+63 917 796 6903,Female,Globe
name2974,lastname2974,August,12,1999,BS IT Entrepreneurship,+63 917 850 3525,Female,Globe
name2975,lastname2975,November,18,1997,BS Legal Management,+63 927 570 1807,Female,Globe
name2976,lastname2976,July,24,1998,BS IT Entrepreneurship,+63 927 942 3786,Female,Globe
name2977,lastname2977,May,26,1998,BS Management Engineering,+63 918 658 9148,Female,Smart
name2978,lastname2978,October,26,1999,BS IT Entrepreneurship,+63 918 153 2402,Female,Smart
name2979,lastname2979,February,13,1997,BS Communications Technology Management,+63 918 360 5113,Male,Smart
name2980,lastname2980,July,3,1999,BS Legal Management,+63 918 634 6229,Male,Smart
name2981,lastname2981,February,17,1998,BS IT Entrepreneurship,+63 927 393 1660,Female,Globe
name2982,lastname2982,March,28,2000,BS IT Entrepreneurship,+63 927 642 3573,Male,Globe
name2983,lastname2983,December,3,1998,BS Communications Technology Management,+63 918 106 5583,Male,Smart
name2984,lastname2984,November,13,2000,BS Management,+63 917 612 2550,Male,Globe
name2985,lastname2985,February,23,1999,BS Management,+63 927 108 3318,Female,Globe
name2986,lastname2986,March,2,1999,BS IT Entrepreneurship,+63 927 622 4725,Female,Globe
name2987,lastname2987,October,6,1997,BS IT Entrepreneurship,+63 918 289 5164,Female,Smart
name2988,lastname2988,February,20,1997,BS Management,+63 927 984 2369,Female,Globe
name2989,lastname2989,January,17,1999,BS Management Engineering,+63 927 909 9560,Male,Globe
name2990,lastname2990,July,14,1997,BS Management,+63 927 350 9410,Female,Globe
name2991,lastname2991,July,27,2000,BS IT Entrepreneurship,+63 918 952 6706,Female,Smart
name2992,lastname2992,March,26,1999,BS IT Entrepreneurship,+63 917 926 9403,Male,Globe
name2993,lastname2993,April,1,2000,BS Management Engineering,+63 917 313 8195,Female,Globe
name2994,lastname2994,April,10,1999,BS Communications Technology Management,+63 917 784 1180,Male,Globe
